,ax,ay,az,gx,gy,gz,mx,my,mz
11:05:58:05,-0.7395325,-0.38485718,12.483627,-0.29438782,-0.28292847,0.274292,1.6494751,-35.549927,-258.45032
11:05:58:06,-0.46420288,-0.5285034,13.175552,-0.16015625,-0.37026978,0.3808136,,,
11:05:58:08,0.07449341,-0.8134155,13.122879,0.30003357,-0.31062317,0.53634644,-0.14953613,-35.549927,-259.95026
11:05:58:09,0.15350342,-0.89242554,12.65361,0.41615295,-0.2509613,0.56192017,,,
11:05:58:10,0.24926758,-0.8996124,10.702347,0.61961365,-0.11781311,0.58535767,0.14953613,-34.350586,-258.7494
11:05:58:11,0.2923584,-0.8684845,10.120544,0.62280273,-0.11781311,0.58322144,,,
11:05:58:12,0.57966614,-0.9690399,8.988098,0.49816895,-0.1444397,0.57896423,-0.90026855,-32.850647,-259.19952
11:05:58:13,0.73049927,-1.0528412,8.674454,0.42041016,-0.1359253,0.5736389,,,
11:05:58:15,0.94358826,-0.961853,8.789368,0.010284424,-0.12953186,0.51078796,-0.30059814,-34.64966,-259.64966
11:05:58:16,0.74487305,-0.8708801,9.842819,-0.1676178,-0.15722656,0.47242737,-1.0498047,-34.199524,-258.29926
11:05:58:17,0.6155853,-0.92355347,10.3815155,-0.15589905,-0.1955719,0.45751953,,,
11:05:58:18,0.47192383,-1.0265045,10.608963,-0.06854248,-0.20089722,0.44898987,-0.45013428,-34.350586,-259.95026
11:05:58:19,0.35461426,-1.1150818,10.484467,0.059280396,-0.17852783,0.4521942,,,
11:05:58:20,0.24208069,-1.0863647,10.031967,0.19244385,-0.12420654,0.48414612,-0.7507324,-33.90045,-259.64966
11:05:58:22,0.6562805,-0.91397095,8.784592,0.3607483,-0.060287476,0.53741455,-0.14953613,-34.80072,-258.45032
11:05:58:23,0.8310547,-0.8397522,8.389542,0.42785645,-0.003829956,0.54273987,,,
11:05:58:24,1.175827,-0.562027,7.4366455,0.44277954,0.035583496,0.5022583,-0.45013428,-34.049988,-257.6996
11:05:58:25,1.2380676,-0.4447174,7.149338,0.40655518,0.04837036,0.42982483,,,
11:05:58:26,1.120758,-0.20289612,6.6537476,0.2638092,0.03239441,0.29026794,-0.45013428,-34.049988,-261.00006
11:05:58:27,1.041748,-0.15740967,6.577133,0.20095825,0.023864746,0.2434082,,,
11:05:58:28,0.7640228,-0.30584717,6.6489563,0.028396606,0.02067566,0.12942505,-0.45013428,-33.599854,-257.6996
11:05:58:29,0.65867615,-0.4925995,6.9218903,-0.017410278,0.013214111,0.10066223,,,
11:05:58:30,,,,-0.057891846,-0.003829956,0.07722473,0.45013428,-34.350586,-258.45032
11:05:58:31,0.1439209,-0.5787811,7.8293,-0.13459778,-0.05921936,0.03781128,,,
11:05:58:32,0.055343628,-0.5165405,8.020828,-0.13139343,-0.06880188,0.051651,0.0,-32.699585,-258.59985
11:05:58:33,0.03857422,-0.41838074,8.418274,-0.116485596,-0.069869995,0.071899414,,,
11:05:58:34,0.24687195,-0.14303589,8.813309,6.866455E-4,-0.034713745,0.13793945,-0.14953613,-34.350586,-258.00018
11:05:58:35,0.24687195,-0.023330688,8.786972,0.040100098,-0.014480591,0.13793945,,,
11:05:58:36,0.2636261,0.44114685,8.363205,0.10083008,0.021743774,0.10171509,-0.14953613,-35.099792,-258.45032
11:05:58:37,0.18461609,0.62550354,8.013657,0.06567383,0.052627563,0.064437866,,,
11:05:58:38,0.11758423,0.7212677,7.858032,-0.020614624,0.0867157,0.032485962,0.45013428,-34.049988,-258.7494
11:05:58:39,-0.07633972,0.8050537,7.9609833,-0.07067871,0.103759766,0.020767212,,,
11:05:58:40,-0.28703308,0.8601227,8.320114,-0.20170593,0.10910034,-0.010131836,-1.0498047,-34.64966,-258.59985
11:05:58:41,-0.39237976,0.8553467,8.502075,-0.23472595,0.08566284,-0.011199951,,,
11:05:58:42,-0.6725006,0.7044983,9.287369,-0.27841187,-0.04324341,0.027145386,-1.0498047,-33.450317,-258.59985
11:05:58:43,-0.68208313,0.69732666,9.6465,-0.2741394,-0.091171265,0.054855347,,,
11:05:58:44,-0.35406494,0.75956726,10.508408,-0.18466187,-0.2381897,0.13687134,-0.90026855,-33.599854,-258.7494
11:05:58:45,-0.0619812,0.84336853,10.980072,-0.104766846,-0.32234192,0.15605164,,,
11:05:58:46,0.16786194,0.74760437,11.243423,-0.022750854,-0.37347412,0.15605164,,,
11:05:58:47,0.47431946,0.6733856,11.288925,0.040100098,-0.339386,0.13900757,0.30059814,-32.400513,-259.05
11:05:58:48,0.52459717,0.60154724,11.324829,0.052886963,-0.30955505,0.11982727,,,
11:05:58:49,0.5485382,0.49142456,11.434967,0.042236328,-0.1955719,0.05697632,0.14953613,-34.350586,-258.45032
11:05:58:50,0.40489197,0.3717041,11.631287,0.018798828,-0.11993408,0.03353882,-0.14953613,-34.350586,-258.00018
11:05:58:51,0.3282776,0.3166504,11.671997,,,,,,
11:05:58:52,0.28756714,0.13948059,11.669601,-0.007827759,-0.025131226,0.05378723,-0.45013428,-34.049988,-257.24945
11:05:58:53,0.2636261,0.17298889,11.571442,-0.018478394,-0.018737793,0.06123352,,,
11:05:58:54,0.15350342,0.19932556,11.535522,,,,,,
11:05:58:55,0.16067505,0.3166504,11.6935425,-0.07388306,-0.08691406,0.13793945,-0.45013428,-33.599854,-257.6996
11:05:58:56,0.40968323,0.38368225,11.889862,-0.07600403,-0.20196533,0.23274231,-0.90026855,-33.599854,-256.64978
11:05:58:57,0.5748749,0.3884735,12.031128,-0.06854248,-0.24777222,0.26257324,,,
11:05:58:58,1.3003235,0.30467224,12.131683,-0.009963989,-0.31488037,0.31796265,0.0,-33.14972,-257.0999
11:05:58:59,1.6570587,0.31903076,11.968872,0.041168213,-0.29037476,0.3169098,,,
11:05:58:60,1.8916931,0.51297,11.650436,0.070999146,-0.24031067,0.27322388,-0.7507324,-33.450317,-257.0999
11:05:58:61,1.8725433,0.7404175,11.26976,0.07525635,-0.22114563,0.23594666,,,
11:05:58:62,1.7312775,0.6733856,10.766983,0.037979126,-0.14230347,0.083618164,-1.1993408,-34.049988,-257.6996
11:05:58:63,1.6163635,0.5225525,10.61615,0.010284424,-0.11141968,0.032485962,,,
11:05:58:64,1.1351166,0.09877014,10.204346,-0.11329651,0.029205322,-0.12411499,-0.90026855,-32.850647,-256.19965
11:05:58:65,0.7400818,-0.19810486,9.981689,-0.22621155,0.14318848,-0.21253967,,,
11:05:58:66,0.06251526,-0.4925995,9.938583,-0.36470032,0.22840881,-0.2593994,1.0498047,-33.90045,-256.79932
11:05:58:67,-0.71798706,-0.75357056,10.374329,-0.47973633,0.2539673,-0.22212219,,,
11:05:58:69,-1.2494965,-0.937912,11.01358,,,,,,
11:05:58:70,-0.6581421,-1.1773376,11.791702,-0.42434692,0.1847229,0.13687134,,,
11:05:58:71,-0.33251953,-1.1318512,11.729446,-0.118621826,0.070739746,0.43301392,0.0,-34.950256,-257.55005
11:05:58:72,0.68740845,-0.75834656,10.982468,0.25315857,0.043045044,0.58322144,0.0,-34.950256,-257.55005
11:05:58:73,1.0465393,-0.38246155,10.010422,0.4310608,0.037719727,0.5970764,,,
11:05:58:75,1.3769379,0.0054016113,8.502075,0.5045624,-0.02619934,0.5448761,0.0,-33.90045,-257.55005
11:05:58:76,1.3984833,-0.04008484,8.044769,0.40016174,-0.08052063,0.42556763,0.45013428,-32.55005,-255.90057
11:05:58:77,1.1734314,-0.30584717,7.743103,0.2638092,-0.09970093,0.33395386,,,
11:05:58:78,0.720932,-0.5452728,7.865204,0.11254883,-0.15402222,0.27749634,0.45013428,-33.599854,-256.64978
11:05:58:79,0.28996277,-0.86369324,8.423065,-0.022750854,-0.2743988,0.27215576,,,
11:05:58:80,0.026611328,-1.0456543,9.217941,-0.10050964,-0.38198853,0.33714294,1.0498047,-34.199524,-255.29938
11:05:58:81,2.746582E-4,-1.0863647,9.48848,-0.116485596,-0.4096985,0.38613892,,,
11:05:58:82,0.36897278,-0.937912,10.577835,-0.090927124,-0.4182129,0.52783203,-0.30059814,-33.90045,-256.3507
11:05:58:83,0.5700836,-0.83735657,10.795715,-0.05256653,-0.3905182,0.56085205,,,
11:05:58:84,0.96273804,-0.56921387,10.95134,0.1104126,-0.1955719,0.5810852,0.0,-34.64966,-255.29938
11:05:58:85,1.0704803,-0.4159851,10.422226,0.21160889,0.0068206787,0.5480652,,,
11:05:58:86,1.1063843,-0.30345154,9.5794525,0.2680664,0.22946167,0.48841858,-0.30059814,-33.90045,-254.24957
11:05:58:87,1.0465393,-0.2795105,9.062317,0.26913452,0.32640076,0.4553833,,,
11:05:58:88,0.7520447,-0.33218384,7.944214,0.17326355,0.48513794,0.37976074,1.9500732,-33.599854,-255.45044
11:05:58:89,0.6347351,-0.2723236,7.676071,0.12426758,0.49258423,0.37548828,,,
11:05:58:90,0.31629944,-0.056854248,7.6976166,-0.012084961,0.3988495,0.3968048,0.90026855,-32.099915,-255.45044
11:05:58:91,0.14152527,0.05328369,8.028015,-0.051498413,0.24971008,0.42982483,,,
11:05:58:92,0.019424438,0.07722473,8.427841,-0.03552246,0.07606506,0.46498108,-0.14953613,-33.299255,-255.90057
11:05:58:93,-0.0069122314,-0.020935059,8.710358,0.018798828,-0.07519531,0.47988892,,,
11:05:58:95,-0.30618286,-0.15022278,8.573898,0.106155396,-0.093307495,0.53422546,0.45013428,-31.350708,-255.45044
11:05:58:96,-0.4163208,-0.08558655,8.49968,0.10189819,-0.053894043,0.56404114,,,
11:05:58:97,-0.39717102,0.1035614,8.34166,0.041168213,0.11228943,0.68122864,-0.30059814,-31.199646,-255.59998
11:05:58:98,-0.3468933,0.14425659,8.279404,0.014541626,0.17088318,0.7206421,,,
11:05:58:99,-0.08113098,0.38368225,8.171661,-0.06854248,0.2635498,0.7941437,0.30059814,-33.14972,-255.29938
11:05:59:00,-0.04043579,0.5584564,8.298569,-0.08772278,0.2539673,0.8047943,,,
11:05:59:01,-0.15055847,0.75239563,8.559525,-0.106903076,0.101638794,0.8410187,-0.30059814,-32.400513,-254.55017
11:05:59:02,-0.16014099,0.7715454,8.71994,-0.10157776,0.019607544,0.8559265,,,
11:05:59:03,-0.07154846,0.71647644,8.99527,-0.07388306,-0.18171692,0.9028015,0.0,-31.199646,-256.3507
11:05:59:04,-0.16253662,0.66619873,9.2323,-0.07600403,-0.25628662,0.94114685,-0.14953613,-29.849243,-255.45044
11:05:59:05,-0.14816284,0.7188721,9.744659,-0.08985901,-0.29037476,0.98802185,,,
11:05:59:06,-0.08352661,0.80267334,10.034363,-0.090927124,-0.28718567,1.0093231,,,
11:05:59:07,0.04336548,0.90322876,10.860352,-0.07493591,-0.1870575,1.0412903,-1.499939,-30.45044,-256.3507
11:05:59:08,0.10800171,0.8601227,11.530731,-0.032333374,-0.08798218,1.0466156,-1.8005371,-28.649902,-255.0003
11:05:59:09,0.08885193,0.8601227,11.655228,0.03691101,0.039855957,1.053009,,,
11:05:59:10,0.12716675,0.8601227,11.492432,0.1146698,0.17193604,1.0615234,-1.0498047,-28.649902,-255.29938
11:05:59:11,0.08406067,0.9702606,11.061478,0.15835571,0.27633667,1.0636597,,,
11:05:59:12,-0.011703491,1.1115265,10.55629,0.14770508,0.30723572,1.0572662,-0.30059814,-26.69983,-253.79944
11:05:59:13,-0.12184143,1.2024994,10.268997,0.09336853,0.27954102,1.039154,,,
11:05:59:14,-0.3588562,1.1761627,10.4605255,0.024124146,0.18260193,1.0348969,,,
11:05:59:15,-0.5863037,1.0971527,11.032745,-0.0014343262,0.11228943,1.039154,,,
11:05:59:16,-0.7084198,0.92477417,11.774948,0.017730713,-0.07093811,1.0743103,-1.6494751,-23.249817,-254.6997
11:05:59:17,-0.7203827,0.8194275,12.088577,0.055023193,-0.10928345,1.0849609,,,
11:05:59:18,-1.0938873,0.536911,12.459686,0.19670105,-0.10183716,1.1254425,-0.30059814,-26.69983,-255.0003
11:05:59:19,-1.5248413,0.3094635,12.49321,0.29045105,-0.03364563,1.1904144,,,
11:05:59:20,-1.5846863,0.24481201,12.43335,0.33198547,0.015350342,1.2404938,,,
11:05:59:21,-1.4697723,0.03173828,11.616928,0.4395752,0.20497131,1.3853607,-2.6992798,-22.799683,-255.45044
11:05:59:22,,,,0.45343018,0.2774048,1.4183807,,,
11:05:59:23,-1.5391998,0.1897583,10.79332,0.38632202,0.42866516,1.4609985,-0.90026855,-22.799683,-255.45044
11:05:59:24,-1.611023,0.30467224,10.67601,0.33625793,0.45210266,1.4695129,,,
11:05:59:25,-2.006073,0.09637451,10.857956,0.19883728,0.48086548,1.531311,-1.0498047,-22.349548,-255.59998
11:05:59:26,-2.01326,-0.05206299,10.960907,0.14131165,0.44252014,1.6026764,-0.45013428,-21.000671,-257.24945
11:05:59:27,-1.8648071,-0.3992157,11.305679,0.12426758,0.31575012,1.6847076,,,
11:05:59:28,-1.7905884,-0.6075134,11.40863,0.17112732,0.1570282,1.8040161,0.90026855,-19.500732,-258.7494
11:05:59:29,-1.8289032,-0.7966614,11.432571,0.19456482,0.07394409,1.8860321,,,
11:05:59:30,-1.816925,-0.8397522,11.449326,0.22653198,0.06434631,1.9819183,0.45013428,-17.999268,-258.7494
11:05:59:32,-1.8193207,-1.036087,11.135696,0.30749512,0.17300415,2.1299896,1.1993408,-16.949463,-258.7494
11:05:59:34,-1.6924286,-1.3185883,10.654449,0.3522339,0.3093567,2.2130737,1.8005371,-15.150452,-258.59985
11:05:59:35,-1.4889221,-1.4526672,9.845215,0.34370422,0.4350586,2.2908325,,,
11:05:59:36,-1.4123077,-1.4359131,9.622559,0.32347107,0.43826294,2.3153381,2.999878,-16.349792,-258.59985
11:05:59:37,-1.1920471,-1.3401489,9.402283,0.28831482,0.38180542,2.3568878,,,
11:05:59:38,-0.73236084,-1.1964874,9.165268,0.27445984,0.27526855,2.378189,,,
11:05:59:39,,,,0.27020264,0.21136475,2.3728638,3.9001465,-12.750244,-259.95026
11:05:59:40,-0.2798462,-1.0983276,9.225113,0.23504639,-0.03152466,2.2887115,,,
11:05:59:41,-0.28463745,-1.095932,9.284973,0.20202637,-0.14976501,2.2120056,4.0496826,-10.800171,-262.64954
11:05:59:42,-0.25350952,-1.151001,9.466934,0.15942383,-0.19024658,2.1246643,,,
11:05:59:43,-0.48095703,-1.2515564,9.751846,0.117874146,-0.1763916,2.0437012,4.800415,-9.599304,-260.85052
11:05:59:44,-0.54800415,-1.1869202,10.067871,0.094436646,-0.13485718,1.9265137,,,
11:05:59:45,-0.55996704,-1.2898712,10.264206,0.10934448,-0.13485718,1.8849792,5.2505493,-8.099365,-261.1496
11:05:59:46,-0.48814392,-1.4622498,10.424606,0.24143982,-0.008087158,1.835968,,,
11:05:59:47,-0.4235077,-1.4718323,10.015198,0.35542297,0.11975098,1.816803,5.2505493,-8.099365,-261.59973
11:05:59:48,-0.2104187,-1.4191589,9.136536,0.44703674,0.24224854,1.7848358,7.499695,-6.5994263,-261.59973
11:05:59:49,-0.05479431,-1.2108612,8.236313,0.47261047,0.3338623,1.7187958,,,
11:05:59:50,0.029006958,-0.9283447,7.5515747,0.42253113,0.35836792,1.6250458,,,
11:05:59:51,0.07688904,-0.6362457,7.144562,0.37672424,0.36369324,1.5696564,6.9000244,-5.999756,-262.8006
11:05:59:52,0.10800171,-0.3992157,7.118225,0.25741577,0.34877014,1.4428864,,,
11:05:59:53,0.15350342,-0.31782532,7.319336,0.11999512,0.2869873,1.2990723,7.800293,-4.800415,-264.45007
11:05:59:54,-0.1529541,-0.29388428,8.037598,0.016677856,0.22094727,1.1382294,,,
11:05:59:55,-0.36364746,-0.44711304,8.051956,-0.03126526,0.16023254,0.9816284,8.399963,-4.2007446,-264.75067
11:05:59:56,-0.5503998,-0.6123047,7.8508453,-0.12394714,0.12187195,0.78775024,10.350037,-4.2007446,-265.04974
11:05:59:57,-0.83291626,-0.77272034,7.7718353,-0.23153687,0.061157227,0.6961365,,,
11:05:59:58,-0.98854065,-0.8062439,8.011261,-0.3156891,0.047302246,0.6652527,,,
11:05:59:59,-1.0675507,-0.80862427,8.353622,-0.45950317,0.024932861,0.64286804,9.300232,-3.300476,-266.70074
11:05:59:60,-1.0603638,-0.7056732,9.182022,-0.5926666,-0.013412476,0.6492615,,,
11:05:59:61,-0.9167023,-0.8900299,10.079849,-0.66722107,0.08352661,0.6918793,10.800171,-3.5995483,-265.19928
11:05:59:62,-0.8185425,-0.7296295,10.834015,-0.6469879,0.094177246,0.7163849,,,
11:05:59:63,-0.42590332,-0.65301514,11.221878,-0.55430603,0.16448975,0.74087524,10.800171,-2.8503418,-265.95
11:05:59:64,-0.16972351,-0.43753052,11.430176,-0.4147644,0.23799133,0.7217102,,,
11:05:59:65,-0.14338684,-0.34176636,11.528336,-0.21235657,0.35090637,0.6418152,10.650635,-1.9500732,-265.80048
11:05:59:66,-0.10028076,-0.38964844,11.473267,-0.07600403,0.47447205,0.58747864,,,
11:05:59:67,-0.25590515,-0.5644226,11.245819,0.03265381,0.582077,0.5491333,11.849976,0.14953613,-265.80048
11:05:59:68,-0.38519287,-0.66018677,11.145264,0.06781006,0.62042236,0.54060364,,,
11:05:59:69,-0.1529541,-0.9187622,10.632904,0.1295929,0.6768799,0.5778961,12.600708,0.45013428,-267.3004
11:05:59:70,0.17984009,-0.96424866,10.015198,0.115737915,0.71736145,0.5938721,,,
11:05:59:71,0.48869324,-0.8565216,9.747055,0.06034851,0.71736145,0.5746918,13.349915,0.90026855,-269.40002
11:05:59:72,0.5557251,-0.8397522,9.955353,0.018798828,0.62254333,0.53634644,,,
11:05:59:73,0.4575653,-0.83496094,10.254623,0.018798828,0.41589355,0.50439453,13.349915,-0.45013428,-269.40002
11:05:59:74,0.38334656,-0.7679291,10.587418,0.06248474,0.1378479,0.49479675,,,
11:05:59:75,0.5150299,-0.6338501,10.874725,0.106155396,-0.20515442,0.4980011,15.600586,-0.14953613,-269.40002
11:05:59:76,0.67303467,-0.45188904,11.106964,0.14024353,-0.4512329,0.48521423,,,
11:05:59:77,0.8095093,-0.41119385,11.3463745,0.15942383,-0.58758545,0.47349548,12.600708,0.45013428,-270.89996
11:05:59:78,0.90766907,-0.5548401,11.384689,0.14237976,-0.6791992,0.46070862,,,
11:05:59:79,1.0776672,-0.65779114,11.748611,0.08911133,-0.7388611,0.45433044,14.8498535,0.14953613,-270.15076
11:05:59:80,1.2859497,-0.6362457,12.229843,0.06674194,-0.7729492,0.46498108,,,
11:05:59:81,1.4056702,-0.6913147,12.49559,0.09976196,-0.6941223,0.49053955,14.250183,0.30059814,-271.80023
11:05:59:82,1.7695923,-0.6817322,11.978455,0.14982605,-0.49064636,0.51823425,,,
11:05:59:83,2.128708,-0.48780823,11.130905,0.14982605,-0.24031067,0.50439453,16.949463,-1.3504028,-269.9997
11:05:59:84,2.3561707,-0.06404114,10.314484,0.1146698,-0.11248779,0.4756317,,,
11:05:59:85,2.4782715,0.39564514,10.690369,-0.09411621,0.21029663,0.2945404,14.399719,-0.45013428,-269.85016
11:05:59:86,2.3801117,0.66619873,11.257797,-0.21128845,0.19644165,0.1304779,,,
11:05:59:87,1.5421295,0.6638031,11.288925,-0.26348877,0.24331665,-0.005874634,15.449524,-1.8005371,-271.0495
11:05:59:88,0.99386597,0.44354248,11.248215,-0.2922516,0.40950012,-0.06340027,,,
11:05:59:89,0.78556824,0.28552246,11.389481,-0.33486938,0.6023102,-0.07511902,14.8498535,-0.90026855,-272.0993
11:05:59:90,-0.31097412,-0.2723236,10.707123,-0.4232788,0.72268677,-0.022918701,,,
11:05:59:91,-1.1609192,-1.0576324,9.802124,-0.6043854,0.79512024,0.123031616,14.700317,0.30059814,-271.80023
11:05:59:92,-1.6421509,-1.7495575,9.277786,-0.8600464,0.8132324,0.35525513,,,
11:05:59:93,-1.895935,-2.0392456,8.942596,-1.1615143,0.79618835,0.65885925,17.100525,0.45013428,-272.7005
11:05:59:94,-1.8360901,-1.9386902,8.889923,-1.4331512,0.76849365,1.0135803,,,
11:05:59:95,-1.5655365,-1.6585693,8.794159,-1.6142426,0.64279175,1.3842926,20.100403,1.1993408,-272.0993
11:05:59:96,-1.3716125,-1.4837952,8.643326,-1.6632538,0.57141113,1.5590057,,,
11:05:59:97,-0.51208496,-1.0312958,8.181244,-1.6653748,0.39671326,1.8721924,19.94934,4.350281,-271.49963
11:05:59:98,0.07688904,-0.7679291,8.281799,-1.4352875,-0.042175293,2.216278,,,
11:05:59:99,0.6921997,-0.7344055,8.698395,-1.1434021,-0.45336914,2.361145,22.349548,5.4000854,-270.15076
11:06:00:00,1.2835693,-1.2156525,9.306519,-0.7758789,-0.82514954,2.3717957,,,
11:06:00:01,1.448761,-1.5556183,10.166046,-0.35935974,-1.0435181,2.2034912,22.200012,6.5994263,-269.9997
11:06:00:02,1.4559479,-1.7830658,10.778961,-0.1356659,-1.0925293,2.073532,,,
11:06:00:03,,,,0.092300415,-1.0839996,1.912674,,,
11:06:00:04,0.6323395,-1.3736572,10.977676,0.94984436,-0.8464508,1.1371613,24.450684,6.5994263,-269.2505
11:06:00:05,-0.04283142,-0.8684845,11.008804,1.3237457,-0.96894836,0.9209137,24.150085,6.300354,-271.0495
11:06:00:06,0.99147034,-0.6003418,10.5946045,1.5975189,-0.1763916,0.7248993,,,
11:06:00:07,1.6139679,-0.6362457,8.257858,1.6582489,-0.11354065,0.44898987,24.150085,6.300354,-271.0495
11:06:00:08,1.127945,0.457901,7.678467,1.5431976,-0.021942139,0.2838745,,,
11:06:00:09,0.86457825,0.60154724,6.6154327,1.3322754,0.06329346,0.23168945,24.899292,4.0496826,-271.49963
11:06:00:10,0.6131897,0.3597412,5.679306,1.0084381,0.09738159,0.20825195,,,
11:06:00:11,0.24926758,0.22566223,5.4925537,0.5663452,0.1612854,0.19546509,22.799683,2.6992798,-274.94965
11:06:00:12,0.23968506,0.4004364,5.9809723,0.096572876,0.33067322,0.21464539,,,
11:06:00:13,0.48869324,0.8697052,6.845276,-0.27946472,0.37220764,0.26470947,24.150085,2.0996094,-275.1007
11:06:00:14,0.8885193,0.96307373,7.972946,-0.44352722,0.12826538,0.33181763,,,
11:06:00:15,1.0489349,0.5440979,8.597839,-0.4179535,-0.14230347,0.3254242,23.550415,0.90026855,-274.94965
11:06:00:16,1.1423035,0.30467224,9.016815,-0.3252716,-0.28186035,0.22102356,,,
11:06:00:17,1.0106201,0.28552246,9.143707,-0.20916748,-0.33724976,0.13475037,24.60022,1.6494751,-274.20044
11:06:00:18,0.7520447,0.34536743,9.014435,-0.09197998,-0.40223694,0.13154602,,,
11:06:00:19,1.017807,0.34776306,8.854019,0.008148193,-0.5268707,0.18693542,25.650024,0.5996704,-274.4995
11:06:00:20,1.4200287,0.4650879,8.9066925,0.0912323,-0.5769348,0.24978638,,,
11:06:00:21,1.66185,0.6207123,9.158081,0.16900635,-0.58758545,0.2838745,24.299622,1.9500732,-274.65057
11:06:00:22,1.7695923,0.7619629,9.522003,0.23292542,-0.6877289,0.27322388,,,
11:06:00:23,1.6379089,0.7332306,9.948166,0.28831482,-0.82514954,0.23274231,24.150085,1.8005371,-274.04938
11:06:00:24,1.4056702,0.6733856,10.091812,0.32453918,-0.7718811,0.23806763,,,
11:06:00:25,1.2859497,0.5632477,10.314484,0.32453918,-0.5247345,0.35525513,23.550415,0.45013428,-275.39978
11:06:00:26,1.4008789,0.58239746,10.326447,0.30110168,-0.38412476,0.5704346,,,
11:06:00:27,1.5301666,0.6446533,8.724731,0.17752075,-0.17106628,0.8016052,23.249817,0.0,-274.8001
11:06:00:28,2.3130646,0.8194275,9.869156,-0.2698822,0.37220764,1.0636597,,,
11:06:00:29,3.0768127,1.0875702,10.884293,-0.30290222,0.42121887,1.1051941,24.899292,-1.0498047,-274.8001
11:06:00:30,3.8477478,1.1641846,10.788528,-0.27946472,0.51390076,1.0146484,,,
11:06:00:31,4.247589,1.532898,10.683182,-0.1953125,0.51283264,0.7984009,25.050354,0.45013428,-274.20044
11:06:00:32,3.9483032,1.5855713,10.41983,-0.15270996,0.42015076,0.55659485,,,
11:06:00:33,3.3617249,1.2767181,10.558685,-0.171875,0.17300415,0.38613892,25.950623,1.0498047,-275.54932
11:06:00:34,2.9140167,0.9870148,11.147659,-0.1591034,-0.21261597,0.2700348,,,
11:06:00:35,2.3130646,0.6853485,11.911407,-0.04084778,-0.608902,0.17628479,25.79956,1.1993408,-275.70038
11:06:00:36,1.9778748,0.39564514,12.311249,0.14131165,-0.88905334,0.14752197,,,
11:06:00:37,1.9754791,0.22805786,12.416595,0.3106842,-1.0957184,0.16244507,27.149963,-0.5996704,-275.8499
11:06:00:38,2.3801117,0.10116577,12.19632,0.44596863,-1.1394043,0.1496582,,,
11:06:00:39,2.2915192,0.18017578,11.6384735,0.54504395,-0.96469116,0.076156616,26.100159,-1.1993408,-275.70038
11:06:00:40,1.7863464,0.19213867,10.69516,0.5706024,-0.6706848,0.018630981,,,
