,ax,ay,az,gx,gy,gz,mx,my,mz
11:05:55:48,0.03138733,1.2168579,10.113373,-0.15589905,-0.053894043,0.1496582,26.550293,-43.35022,-254.40063
11:05:55:49,0.11039734,1.2623596,10.520386,-0.14738464,-0.07307434,0.19972229,,,
11:05:55:50,0.11758423,1.2791138,10.766983,-0.13459778,-0.10183716,0.21464539,26.69983,-41.999817,-254.24957
11:05:55:51,0.13433838,1.3030548,11.363144,-0.07814026,-0.15934753,0.23806763,,,
11:05:55:52,0.22532654,1.2096863,11.592987,0.015609741,-0.23498535,0.26364136,28.349304,-42.900085,-251.84937
11:05:55:54,0.58206177,0.7188721,12.399826,0.104019165,-0.24884033,0.30519104,28.050232,-42.149353,-252.14996
11:05:55:55,0.7233124,0.48423767,12.756561,0.15942383,-0.1721344,0.3350067,,,
11:05:55:56,0.70895386,0.5345154,12.89064,0.23397827,-0.095443726,0.36376953,30.299377,-45.150757,-250.65002
11:05:55:57,0.62994385,0.6901398,12.806839,0.306427,-0.048568726,0.38508606,,,
11:05:55:58,0.7233124,0.73083496,12.502777,0.37139893,-0.029388428,0.38401794,30.749512,-43.649292,-250.65002
11:05:55:59,0.82388306,0.65901184,12.126892,0.4129486,-0.0016937256,0.36590576,,,
11:05:55:60,1.0106201,0.5417023,11.6384735,0.40548706,0.031326294,0.3307495,32.699585,-43.499756,-249.45068
11:05:55:61,1.1063843,0.46748352,11.248215,0.35009766,0.10482788,0.29026794,,,
11:05:55:62,1.0393524,0.48423767,10.956131,0.24357605,0.21029663,0.23806763,32.699585,-44.25049,-249.74976
11:05:55:63,0.87654114,0.5632477,10.805298,0.096572876,0.314682,0.1816101,,,
11:05:55:64,0.7137451,0.536911,10.939362,-0.05683899,0.38713074,0.12942505,33.14972,-44.700623,-247.95074
11:05:55:65,0.5006561,0.41960144,11.332016,-0.17614746,0.41589355,0.085739136,,,
11:05:55:66,0.16786194,0.10835266,11.808456,-0.23260498,0.39990234,0.06123352,35.40039,-44.700623,-247.50061
11:05:55:67,-0.11705017,-0.31063843,12.169983,-0.22195435,0.3562317,0.071899414,,,
11:05:55:68,-0.22239685,-0.49739075,12.308853,-0.16015625,0.2869873,0.13475037,36.749268,-44.85016,-245.24994
11:05:55:69,-0.21760559,-0.97143555,12.442932,-0.057891846,0.2273407,0.23701477,,,
11:05:55:70,0.007446289,-0.97862244,12.380676,0.06460571,0.18153381,0.3488617,38.09967,-44.999695,-246.1502
11:05:55:71,0.26602173,-0.957077,12.0143585,0.20095825,0.13040161,0.4319458,,,
11:05:55:72,0.39530945,-0.91397095,11.384689,0.31282043,0.08778381,0.48202515,40.499878,-46.350098,-245.84961
11:05:55:73,0.5150299,-0.9187622,10.733459,0.37779236,0.021743774,0.5001373,,,
11:05:55:74,0.7352905,-0.9881897,10.3025055,0.40122986,-0.05921936,0.5065155,41.999817,-49.650574,-244.50073
11:05:55:75,0.9890747,-1.1318512,9.823669,0.39483643,-0.10076904,0.49693298,,,
11:05:55:76,1.2404633,-1.1773376,9.375946,0.35435486,-0.10076904,0.47349548,42.44995,-47.850037,-245.55054
11:05:55:77,1.417633,-1.2515564,8.971329,0.2787323,-0.09437561,0.4244995,,,
11:05:55:78,1.4846802,-1.2467651,8.576294,0.1849823,-0.08477783,0.3584442,43.35022,-49.80011,-246.1502
11:05:55:79,1.5253754,-1.3042297,8.351227,0.07846069,-0.0975647,0.28282166,,,
11:05:55:80,1.4152374,-1.3425446,8.14534,-0.034454346,-0.13804626,0.21464539,42.900085,-52.049255,-247.20001
11:05:55:81,1.096817,-1.2659302,8.377563,-0.13139343,-0.20515442,0.16670227,,,
11:05:55:82,0.7759857,-1.3209839,8.87796,-0.1867981,-0.3020935,0.15072632,43.94989,-51.600647,-246.60034
11:05:55:83,0.5413666,-1.3784485,9.3376465,-0.17401123,-0.38945007,0.16777039,,,
11:05:55:84,0.56051636,-1.3736572,9.775787,-0.09411621,-0.42886353,0.20825195,42.599487,-53.55072,-245.39948
11:05:55:85,0.804718,-1.3401489,9.938583,0.031585693,-0.41714478,0.23274231,,,
11:05:55:86,1.0608978,-1.2252197,9.691986,0.16687012,-0.30741882,0.21357727,42.900085,-54.75006,-246.1502
11:05:55:87,1.2476501,-1.1366425,9.158081,0.24783325,-0.13272095,0.1496582,,,
11:05:55:88,1.235672,-1.0073547,8.449402,0.25741577,0.07394409,0.071899414,43.499756,-55.65033,-246.60034
11:05:55:89,1.1734314,-0.96424866,7.8723907,0.20095825,0.27633667,-0.006942749,,,
11:05:55:90,1.0608978,-0.9259491,7.4510193,0.117874146,0.4031067,-0.07723999,43.649292,-55.499268,-244.65027
11:05:55:91,0.99386597,-1.0145264,7.1206207,0.040100098,0.46914673,-0.12730408,,,
11:05:55:92,0.9100647,-1.0576324,6.9578094,-0.016357422,0.44784546,-0.1720581,45.599365,-56.5506,-246.44928
11:05:55:93,0.75923157,-1.0025635,6.9218903,-0.048309326,0.34558105,-0.2029419,,,
11:05:55:94,0.5198059,-0.88046265,7.0416107,-0.053634644,0.18260193,-0.21891785,43.94989,-57.15027,-247.05048
11:05:55:95,0.29475403,-0.8996124,7.3456726,-0.041915894,-0.01234436,-0.20614624,,,
11:05:55:96,0.40249634,-0.9283447,7.6114197,-0.022750854,-0.25735474,-0.18696594,43.200684,-58.650208,-246.29974
11:05:55:97,0.5150299,-0.8493347,7.992111,-0.018478394,-0.4139557,-0.19868469,,,
11:05:55:98,0.47192383,-0.71765137,8.200394,-0.03765869,-0.44911194,-0.20614624,45.150757,-58.799744,-244.94934
11:05:55:99,0.36657715,-0.4854126,8.509247,-0.095184326,-0.37879944,-0.21040344,,,
11:05:56:00,0.34742737,-0.20050049,8.968933,-0.1591034,-0.26374817,-0.21786499,44.700623,-57.44934,-245.84961
11:05:56:01,0.38813782,-0.059249878,9.361588,-0.20596313,-0.09649658,-0.23809814,,,
11:05:56:02,0.3857422,-0.04248047,9.682404,-0.22727966,0.080337524,-0.26260376,44.700623,-60.899353,-243.75
11:05:56:03,0.37376404,0.029342651,9.905075,-0.2230072,0.21348572,-0.2817688,,,
11:05:56:04,0.29475403,0.15623474,9.972107,-0.19319153,0.2859192,-0.28816223,,,
11:05:56:05,0.2301178,0.4076233,10.156464,-0.17507935,0.29019165,-0.29136658,43.35022,-60.60028,-242.10052
11:05:56:06,0.0816803,0.62550354,10.295319,-0.10797119,0.19325256,-0.28709412,44.25049,-61.19995,-243.75
11:05:56:07,0.017028809,0.72366333,10.297714,-0.08026123,0.09843445,-0.28497314,,,
11:05:56:08,0.13912964,0.6638031,10.520386,-0.08239746,0.01109314,-0.27111816,44.85016,-62.849426,-242.84973
11:05:56:09,0.23251343,0.5871887,10.963303,-0.090927124,-0.06454468,-0.26472473,,,
11:05:56:10,0.18940735,0.45550537,11.451721,-0.081329346,-0.11248779,-0.26686096,44.85016,-62.849426,-242.84973
11:05:56:11,0.13195801,0.24960327,11.94014,-0.048309326,-0.1401825,-0.2593994,,,
11:05:56:12,0.17504883,0.07722473,12.215469,0.002822876,-0.13058472,-0.22851562,43.94989,-63.450623,-242.99927
11:05:56:13,0.27799988,-0.05445862,12.11731,0.06034851,-0.08265686,-0.19122314,,,
11:05:56:14,0.3570099,-0.11192322,11.86113,0.0869751,-0.06135559,-0.16139221,41.549683,-63.900757,-241.49933
11:05:56:15,0.4072876,-0.06642151,11.68396,0.09017944,-0.072006226,-0.14009094,,,
11:05:56:16,0.48869324,0.024551392,11.581009,0.07952881,-0.093307495,-0.10920715,41.999817,-63.150024,-240.44952
11:05:56:17,0.6323395,0.017364502,11.64566,0.06993103,-0.15509033,-0.08256531,,,
11:05:56:18,1.0824432,-0.13586426,11.887466,0.084854126,-0.25202942,-0.07084656,41.85028,-63.60016,-241.3498
11:05:56:19,1.5780487,-0.48301697,11.640869,0.1615448,-0.30104065,-0.09535217,,,
11:05:56:20,1.5373535,-0.43753052,11.18837,0.17433167,-0.30316162,-0.11453247,41.549683,-63.900757,-240.44952
11:05:56:21,1.290741,-0.24360657,10.764587,0.14982605,-0.3479004,-0.16566467,,,
11:05:56:22,1.1949768,-0.14303589,10.661636,0.051818848,-0.4096985,-0.21040344,41.549683,-63.900757,-239.99939
11:05:56:23,1.1638489,0.026947021,10.721497,-0.093048096,-0.43951416,-0.2540741,,,
11:05:56:24,1.1183624,0.024551392,11.126114,-0.24858093,-0.38838196,-0.31266785,40.499878,-65.69977,-239.25018
11:05:56:25,0.8909149,0.03173828,11.84198,-0.37002563,-0.2658844,-0.37445068,,,
11:05:56:26,0.56770325,-0.09994507,12.435745,-0.4147644,-0.081588745,-0.4074707,41.09955,-62.849426,-240.60059
11:05:56:27,0.12956238,-0.4782257,12.682343,-0.37854004,0.13998413,-0.4064026,,,
11:05:56:28,0.11997986,-0.7559509,12.430954,-0.27308655,0.32746887,-0.36166382,38.99994,-63.900757,-241.79993
11:05:56:29,0.14152527,-0.86608887,12.090973,-0.11222839,0.4830017,-0.28497314,,,
11:05:56:30,0.49108887,-1.0001678,10.807678,0.070999146,0.57673645,-0.2071991,40.35034,-64.7995,-240.60059
11:05:56:31,0.6562805,-0.93074036,10.3025055,0.22972107,0.5660858,-0.14755249,,,
11:05:56:32,1.1470947,-0.88523865,8.784592,0.32559204,0.4830017,-0.11772156,40.800476,-64.95056,-241.79993
11:05:56:33,1.314682,-0.8972168,8.303345,0.33198547,0.35836792,-0.11772156,,,
11:05:56:34,1.4798889,-0.80862427,7.707199,0.25209045,0.21562195,-0.13796997,40.800476,-65.69977,-241.49933
11:05:56:35,1.5397491,-0.6506195,7.6114197,0.11999512,0.068618774,-0.17843628,,,
11:05:56:36,1.4008789,-0.6123047,8.217163,-0.016357422,-0.10928345,-0.2306366,40.800476,-64.95056,-240.44952
11:05:56:37,1.0992126,-0.76553345,9.012039,-0.104766846,-0.28292847,-0.2785797,,,
11:05:56:38,0.6850128,-0.957077,10.158859,-0.1356659,-0.3766632,-0.29455566,41.549683,-64.64996,-241.49933
11:05:56:39,0.6203613,-1.036087,10.577835,-0.11222839,-0.419281,-0.28604126,,,
11:05:56:40,0.5653076,-1.1342468,11.09259,-0.036590576,-0.35003662,-0.27111816,42.149353,-65.55023,-240.60059
11:05:56:41,0.22053528,-1.2419739,11.1045685,0.08378601,-0.19770813,-0.24449158,,,
11:05:56:42,0.14871216,-1.2204285,10.848389,0.20309448,0.03878784,-0.18270874,,,
11:05:56:43,-0.04283142,-1.0648041,10.146881,0.28831482,0.26036072,-0.10493469,41.400146,-65.849304,-241.3498
11:05:56:44,-0.16253662,-0.7679291,9.347229,0.32772827,0.44784546,0.0015869141,,,
11:05:56:45,-0.19606018,-0.4494934,8.674454,0.32666016,0.45742798,0.03993225,39.900208,-66.29944,-240.89966
11:05:56:46,-0.05479431,-0.24838257,8.32251,0.32347107,0.4265442,0.109176636,39.900208,-64.349365,-241.65039
11:05:56:47,0.20378113,-0.05206299,7.9466095,0.34051514,0.3849945,0.17842102,,,
11:05:56:48,0.4479828,0.22805786,7.3768005,0.3618164,0.32107544,0.21250916,,,
11:05:56:49,0.48390198,0.3669281,6.996109,0.37034607,0.2230835,0.22741699,42.599487,-65.55023,-240.89966
11:05:56:50,0.4695282,0.49142456,6.6537476,0.3618164,0.12400818,0.22315979,,,
11:05:56:51,0.4982605,0.51297,6.596283,0.3149414,0.035583496,0.20611572,41.85028,-65.849304,-241.3498
11:05:56:52,0.5964203,0.5776062,6.4837494,0.23825073,-0.032592773,0.17095947,,,
11:05:56:53,0.4695282,0.61831665,6.4837494,0.08164978,-0.051757812,0.118759155,40.35034,-66.60004,-239.84985
11:05:56:54,0.005065918,0.7021179,6.943451,0.020935059,-0.060287476,0.11024475,,,
11:05:56:55,-0.30378723,0.7140808,7.5707245,-0.12394714,-0.114608765,0.1262207,40.800476,-64.19983,-240.75012
11:05:56:56,-0.49293518,0.66619873,8.236313,-0.16442871,-0.14657593,0.16563416,39.59961,-65.55023,-240.89966
11:05:56:57,-0.591095,0.62550354,8.676849,-0.16868591,-0.15402222,0.21037292,,,
11:05:56:58,-0.76109314,0.5656433,9.069489,-0.15483093,-0.114608765,0.26257324,,,
11:05:56:59,-1.017273,0.5584564,9.100616,-0.13885498,-0.07093811,0.33607483,38.99994,-65.400696,-241.20026
11:05:56:60,-1.1513367,0.6638031,9.117386,-0.1356659,-0.050689697,0.37869263,,,
11:05:56:61,-1.2806244,0.7906952,9.196381,-0.13459778,-0.036849976,0.46710205,37.649536,-63.60016,-241.65039
11:05:56:62,-1.3859711,0.8697052,9.3376465,-0.15377808,-0.03791809,0.5533905,,,
11:05:56:63,-1.4147034,0.8816681,9.720718,-0.17507935,-0.062408447,0.6556549,36.59973,-65.849304,-242.10052
11:05:56:64,-1.3356934,0.9559021,10.312088,-0.1633606,-0.16894531,0.8239746,,,
11:05:56:65,-1.1776733,0.9870148,10.857956,-0.1356659,-0.19770813,0.8740387,37.8006,-63.900757,-241.49933
11:05:56:66,-1.0268402,1.0516663,11.322433,0.010284424,-0.25735474,0.9901581,,,
11:05:56:67,-1.0890961,1.1115265,11.619324,0.070999146,-0.26268005,1.0199738,34.80072,-66.74957,-241.49933
11:05:56:68,-1.0819092,1.1282806,11.6935425,0.19351196,-0.24351501,1.0838928,,,
11:05:56:69,-1.0890961,0.9559021,11.298492,0.3426361,-0.13911438,1.164856,36.30066,-62.69989,-241.20026
11:05:56:70,-1.1561279,0.81463623,10.810074,0.37139893,-0.051757812,1.2234497,,,
11:05:56:71,-1.2614746,0.8385773,10.592209,0.34477234,0.0068206787,1.2852325,34.950256,-63.60016,-242.3996
11:05:56:72,-1.3428802,0.89604187,10.604172,0.31600952,0.014282227,1.3523407,33.14972,-63.60016,-239.84985
11:05:56:73,-1.4003448,0.8697052,10.649673,0.3106842,0.0057678223,1.3853607,,,
11:05:56:74,-1.4075165,0.8553467,10.936966,0.32453918,-0.107162476,1.4876251,31.799316,-62.69989,-242.25006
11:05:56:75,-1.4338531,0.78590393,11.10936,0.3650055,-0.22966003,1.5515442,,,
11:05:56:76,-1.4601898,0.73802185,11.391876,0.42253113,-0.3532257,1.6154633,,,
11:05:56:77,-1.4290619,0.5728302,11.628891,0.4917755,-0.44911194,1.6687317,28.649902,-63.29956,-240.89966
11:05:56:78,-1.4530029,0.3884735,11.655228,0.56422424,-0.47148132,1.7028198,28.349304,-61.650085,-241.79993
11:05:56:79,-1.5104675,0.19692993,11.44693,0.60150146,-0.43951416,1.7273102,,,
11:05:56:80,-1.6373596,0.08680725,11.391876,0.5897827,-0.37347412,1.7571411,,,
11:05:56:81,-1.7594757,-0.06881714,11.415817,0.55036926,-0.31169128,1.7933655,26.849365,-61.19995,-239.99939
11:05:56:82,-1.8025665,-0.30345154,11.612137,0.4960327,-0.23179626,1.8466187,,,
11:05:56:83,-1.737915,-0.46626282,11.760574,0.435318,-0.1486969,1.9052124,25.19989,-62.10022,-239.39972
11:05:56:84,-1.6876373,-0.57640076,11.84198,0.3607483,-0.083724976,1.959549,,,
11:05:56:85,-1.5415955,-0.63145447,12.100555,0.27659607,-0.067733765,2.0032196,25.349426,-61.950684,-238.20038
11:05:56:86,-1.4553986,-0.7511749,12.3064575,0.21907043,-0.027267456,2.042633,,,
11:05:56:87,-1.4697723,-0.9977722,12.514755,0.21160889,0.028137207,2.0809784,23.699951,-61.349487,-239.84985
11:05:56:88,-1.5080719,-1.3185883,12.521927,0.26168823,0.08459473,2.1331787,,,
11:05:56:89,-1.4793396,-1.7136383,12.349548,0.35862732,0.12719727,2.1949615,22.050476,-59.700012,-238.49945
11:05:56:90,-1.3404846,-2.0033417,11.734238,0.46940613,0.1804657,2.2524872,,,
11:05:56:91,-1.2135925,-2.1445923,10.9704895,0.54611206,0.24757385,2.3004303,21.749878,-59.550476,-238.80005
11:05:56:92,-1.1537323,-2.0631866,10.149277,0.5556946,0.30830383,2.3377075,,,
11:05:56:93,-1.1130371,-1.9075623,9.553116,0.5066986,0.3327942,2.3707275,19.799805,-57.15027,-239.99939
11:05:56:94,-1.1082458,-1.8237762,9.356796,0.46728516,0.33493042,2.3845825,,,
11:05:56:95,-1.0483856,-1.7495575,9.160477,0.33091736,0.27526855,2.4101562,16.949463,-58.050537,-239.10065
11:05:56:96,-0.8999481,-1.8141937,9.296951,0.29364014,0.23266602,2.40802,,,
11:05:56:97,-0.7586975,-2.0033417,9.421448,0.21588135,0.10057068,2.3856506,15.899658,-55.9494,-238.94958
11:05:56:98,-0.64616394,-2.1182556,9.562698,0.1849823,0.059020996,2.375,,,
11:05:56:99,-0.47857666,-2.158966,9.483688,0.16368103,0.016418457,2.3686066,13.499451,-55.799866,-238.34991
11:05:57:00,-0.42111206,-1.9961548,9.569885,0.15515137,-0.020874023,2.3526306,,,
11:05:57:01,-0.40673828,-1.9338989,9.476501,0.14237976,-0.08265686,2.2684631,11.999512,-54.299927,-238.34991
11:05:57:02,-0.4737854,-1.9123535,9.294556,0.12213135,-0.06561279,2.1928406,,,
11:05:57:03,-0.59828186,-1.9003906,9.155685,0.07952881,0.004699707,2.1129456,12.89978,-53.39966,-238.94958
11:05:57:04,-0.7563019,-2.008133,9.071884,0.03265381,0.11654663,2.0490265,,,
11:05:57:05,-0.7778473,-2.1421967,9.062317,0.010284424,0.24545288,2.0106812,9.750366,-51.30005,-238.80005
11:05:57:06,-0.7395325,-2.2092438,8.760635,0.022003174,0.36369324,1.9861755,,,
11:05:57:07,-0.64616394,-2.1421967,8.377563,0.052886963,0.42866516,1.9563446,8.999634,-50.549316,-239.10065
11:05:57:08,-0.5503998,-1.9937592,7.8484497,0.07632446,0.42333984,1.9201202,,,
11:05:57:09,-0.39717102,-1.8141937,7.5060883,0.07418823,0.34344482,1.8668671,9.599304,-47.850037,-239.25018
11:05:57:10,-0.25590515,-1.526886,7.458191,0.041168213,0.24438477,1.8008118,,,
11:05:57:11,-0.030853271,-1.3353577,7.805359,0.010284424,0.14956665,1.7102661,6.7504883,-46.20056,-240.60059
11:05:57:12,0.18223572,-1.2970428,8.142944,-0.005706787,0.09738159,1.5952148,,,
11:05:57:13,0.28518677,-1.2515564,8.296173,-0.0035705566,0.1101532,1.4631348,7.0495605,-44.25049,-240.89966
11:05:57:14,0.26602173,-1.2324066,8.277008,-0.009963989,0.12719727,1.390686,,,
11:05:57:15,-0.08592224,-1.151001,8.478134,-0.044052124,0.1570282,1.1744385,6.7504883,-42.44995,-239.84985
11:05:57:16,-0.47138977,-1.1629791,8.64093,-0.05895996,0.15489197,1.0625916,,,
11:05:57:17,-0.6629181,-1.3018341,8.889923,-0.06535339,0.13252258,0.98802185,6.5994263,-43.649292,-242.25006
11:05:57:18,-0.8568573,-1.3928223,9.11499,-0.06642151,0.089920044,0.94540405,,,
11:05:57:19,-1.041214,-1.3904266,9.241882,-0.07814026,0.059020996,0.9273071,4.949951,-42.900085,-241.20026
11:05:57:20,-1.2088013,-1.2994385,9.457352,-0.10902405,0.03878784,0.93156433,,,
11:05:57:21,-1.3117523,-1.2611389,9.756638,-0.15057373,0.018539429,0.96139526,4.499817,-42.44995,-241.3498
11:05:57:22,-1.2327423,-1.3042297,10.254623,-0.17720032,0.0068206787,1.0167847,,,
11:05:57:23,-0.85206604,-1.3999939,10.862747,-0.18147278,0.018539429,1.0807037,4.949951,-42.599487,-242.25006
11:05:57:24,-0.2798462,-1.3473206,11.336807,-0.16975403,0.03239441,1.1094666,,,
11:05:57:25,0.1439209,-1.3808441,11.820435,-0.08772278,0.10803223,1.1584625,3.300476,-40.19928,-242.84973
11:05:57:26,0.4647522,-1.2204285,12.011963,-3.6621094E-4,0.1612854,1.1808319,,,
11:05:57:27,0.7400818,-1.0791779,11.928177,0.094436646,0.18792725,1.1850891,2.999878,-39.75067,-242.84973
11:05:57:28,0.9699249,-1.0289001,11.877899,0.15408325,0.16767883,1.1723175,,,
11:05:57:29,1.2452545,-1.0312958,11.753387,0.19351196,0.15489197,1.1478119,2.6992798,-38.850403,-242.55066
11:05:57:30,1.5349579,-1.151001,11.470886,0.19670105,0.1612854,1.1062622,,,
11:05:57:31,1.7791595,-1.2491608,11.320038,0.15835571,0.17939758,1.053009,1.8005371,-38.250732,-245.39948
11:05:57:32,1.9898529,-1.2180328,11.226669,0.13066101,0.19111633,1.0231781,,,
11:05:57:33,2.1311035,-1.1055145,11.272156,0.037979126,0.24971008,0.9294281,2.6992798,-38.09967,-245.84961
11:05:57:34,2.0353394,-0.94270325,11.420593,0.014541626,0.26249695,0.89427185,,,
11:05:57:35,1.8126831,-0.80145264,11.389481,-0.041915894,0.2742157,0.7770996,2.6992798,-37.8006,-244.7998
11:05:57:36,1.5110168,-0.71525574,11.413422,-0.07493591,0.27633667,0.73236084,,,
11:05:57:37,1.4894562,-0.6937103,11.5858,-0.09837341,0.28379822,0.73661804,1.1993408,-38.850403,-245.84961
11:05:57:38,1.7240906,-0.6769562,11.755783,-0.083465576,0.32321167,0.7621918,,,
11:05:57:39,2.1263275,-0.57640076,11.600159,-0.041915894,0.39352417,0.76538086,0.90026855,-35.099792,-247.79968
11:05:57:40,2.389679,-0.22683716,11.068649,-0.0110321045,0.46488953,0.71850586,,,
11:05:57:41,2.4184113,0.17538452,10.422226,-0.02168274,0.4734192,0.6247711,0.90026855,-35.099792,-247.79968
11:05:57:42,2.3513794,0.44354248,10.034363,-0.046173096,0.44784546,0.5672455,,,
11:05:57:43,2.1622314,0.58000183,9.658463,-0.16868591,0.35090637,0.39466858,1.9500732,-36.59973,-247.34955
11:05:57:44,1.8414154,0.6350708,9.696777,-0.28373718,0.27101135,0.28601074,,,
11:05:57:45,1.4200287,0.55126953,10.151672,-0.38919067,0.17939758,0.20292664,0.7507324,-34.64966,-249.74976
11:05:57:46,1.0489349,0.34776306,10.869934,-0.4382019,0.105895996,0.1730957,,,
11:05:57:47,0.938797,0.19932556,11.226669,-0.4328766,0.09950256,0.17948914,,,
11:05:57:48,0.938797,-0.31303406,11.853958,-0.32740784,0.18153381,0.24659729,1.6494751,-36.30066,-250.65002
11:05:57:49,1.0537262,-0.46147156,11.892258,-0.20703125,0.27207947,0.2987976,,,
11:05:57:51,1.2931366,-0.56681824,10.680786,0.014541626,0.4830017,0.37443542,1.6494751,-35.549927,-251.10016
11:05:57:52,1.3434143,-0.38485718,9.952957,0.047561646,0.502182,0.3957367,,,
11:05:57:53,1.369751,-0.35372925,9.586639,0.043304443,0.5053711,0.401062,,,
11:05:57:54,1.5325623,-0.36091614,9.0455475,-0.03126526,0.47021484,0.38720703,3.149414,-34.350586,-252.14996
11:05:57:55,1.4655151,-0.34176636,8.980911,-0.09411621,0.4265442,0.36590576,2.2506714,-34.199524,-252.74963
11:05:57:56,1.2045593,-0.29388428,9.2323,-0.16122437,0.3530426,0.3584442,,,
11:05:57:57,1.0848389,-0.29866028,9.428619,-0.16229248,0.28379822,0.38827515,2.5497437,-33.90045,-252.2995
11:05:57:58,1.0465393,-0.2675476,9.56749,-0.14738464,0.24650574,0.40957642,,,
11:05:57:59,1.0154114,-0.17416382,9.914642,-0.081329346,0.1570282,0.45858765,1.8005371,-34.64966,-253.79944
11:05:57:60,0.98428345,-0.030517578,10.158859,0.019866943,0.089920044,0.5033264,,,
11:05:57:61,1.132721,-0.061645508,10.314484,0.14663696,0.05583191,0.53741455,2.4002075,-34.350586,-254.40063
11:05:57:62,1.3553925,-0.08319092,10.211533,0.27766418,0.09631348,0.56192017,,,
11:05:57:63,1.4391785,0.019760132,9.593826,0.388443,0.21348572,0.562973,2.2506714,-33.450317,-253.05023
11:05:57:64,1.6379089,0.23524475,8.751068,0.4363861,0.32107544,0.53422546,,,
11:05:57:65,1.6786041,0.4650879,8.176453,0.4172058,0.35411072,0.46603394,2.4002075,-34.350586,-253.9505
11:05:57:66,1.6498718,0.5632477,7.6688843,0.36820984,0.34344482,0.39360046,,,
11:05:57:67,1.5660706,0.5776062,7.3336945,0.29470825,0.33493042,0.32435608,1.9500732,-33.599854,-256.19965
11:05:57:68,1.42482,0.55366516,7.070343,0.20523071,0.29338074,0.26257324,,,
11:05:57:69,1.3410187,0.52015686,7.010483,0.15835571,0.26568604,0.23594666,,,
11:05:57:70,0.88612366,0.43156433,7.281021,0.028396606,0.14956665,0.19013977,1.6494751,-35.099792,-256.19965
11:05:57:71,0.65867615,0.32382202,7.884369,-0.03340149,0.02281189,0.1965332,3.7506104,-34.64966,-256.0501
11:05:57:72,0.6490936,0.24003601,8.023224,-0.038726807,-0.0016937256,0.20397949,,,
11:05:57:73,0.70176697,0.18736267,8.2387085,-0.019546509,-0.0048980713,0.2050476,4.649353,-33.599854,-255.90057
11:05:57:74,0.6898041,0.18736267,8.26265,-0.0025024414,0.03239441,0.21250916,,,
11:05:57:75,0.67303467,0.2807312,8.020828,0.015609741,0.082458496,0.22102356,2.5497437,-34.950256,-257.55005
11:05:57:76,0.5988159,0.38128662,7.913101,0.017730713,0.1250763,0.22955322,,,
11:05:57:77,0.5174103,0.71647644,7.836487,-0.015289307,0.08459473,0.23594666,2.4002075,-34.350586,-257.24945
11:05:57:78,0.4407959,0.8505554,7.896332,-0.06109619,0.004699707,0.24020386,,,
11:05:57:79,0.2516632,1.0636292,8.4517975,-0.12606812,-0.105026245,0.2711029,1.9500732,-34.80072,-257.6996
11:05:57:80,0.22053528,1.0588531,8.95697,-0.15164185,-0.16467285,0.30091858,,,
11:05:57:81,0.11279297,1.1282806,9.407074,-0.15803528,-0.19024658,0.3456726,2.4002075,-33.599854,-258.45032
11:05:57:82,0.03857422,1.2001038,9.474121,-0.16015625,-0.20196533,0.37016296,,,
11:05:57:83,0.07209778,1.5855713,10.278564,-0.16975403,-0.23712158,0.43621826,1.499939,-33.90045,-259.05
11:05:57:84,0.18940735,1.6837311,10.644882,-0.16122437,-0.2509613,0.44898987,,,
11:05:57:85,0.43841553,1.7627411,11.549881,-0.07600403,-0.20622253,0.44047546,1.0498047,-33.90045,-258.59985
11:05:57:86,0.60839844,1.6382446,11.751007,0.006011963,-0.10821533,0.4202423,,,
11:05:57:87,0.68740845,1.4898071,11.758179,0.080581665,0.018539429,0.40213013,0.90026855,-34.049988,-258.00018
11:05:57:88,0.70895386,1.4610748,11.545105,0.14024353,0.10910034,0.38720703,,,
11:05:57:89,0.74487305,1.477829,11.370316,0.18284607,0.12826538,0.3765564,0.14953613,-33.599854,-258.00018
11:05:57:91,0.84303284,1.4371338,11.01358,0.22546387,0.008956909,0.34672546,1.499939,-34.199524,-257.85065
11:05:57:92,0.7831726,1.4347382,11.032745,0.22439575,-0.03791809,0.3296814,,,
11:05:57:93,0.6969757,1.338974,11.36554,0.22120667,-0.14125061,0.2945404,,,
11:05:57:94,0.69459534,1.2910767,11.468491,0.22865295,-0.1870575,0.26470947,1.1993408,-34.350586,-258.7494
11:05:57:95,0.75683594,1.1833496,11.609741,0.2403717,-0.17959595,0.24659729,,,
11:05:57:96,0.73768616,0.6733856,11.4253845,0.26168823,-0.07519531,0.18055725,1.1993408,-35.099792,-259.19952
11:05:57:97,0.71614075,0.59198,11.224274,0.2361145,0.05795288,0.1304779,,,
11:05:57:98,0.48150635,0.6231079,10.654449,0.11894226,0.26887512,0.05911255,0.14953613,-34.350586,-258.7494
11:05:57:99,0.38334656,0.6207123,10.529953,0.06034851,0.31681824,0.03567505,,,
11:05:58:00,0.03857422,0.44831848,10.297714,-0.11755371,0.4116211,-0.015457153,1.499939,-34.64966,-258.29926
11:05:58:01,-0.10986328,0.4172058,10.314484,-0.17294312,0.41589355,-0.021850586,,,
11:05:58:02,-0.66052246,0.21609497,10.484467,-0.3210144,0.281662,-0.0037384033,1.9500732,-35.549927,-259.50012
11:05:58:03,-0.8496704,0.04849243,11.025558,-0.35191345,0.20069885,0.021820068,,,
11:05:58:04,,,,-0.3710785,0.09843445,0.054855347,0.30059814,-36.450195,-259.05
